company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
Uncommon Schools,Education,Teacher,5,2.0,"Oct 21, 2020",Nope,English teacher,"Former employee, more than 1 year","Brooklyn, NY",negative,negative,,Pay,No work life balance,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,1,1.0,"Nov 20, 2025",Disorganized.,Substitute teacher,Current employee,"New York, NY",negative,negative,negative,Decent pay and good experience,"Run poorly and severely disorganized, does not know how to discipline children",New York,NY,Northeast
Uncommon Schools,Education,Teacher,1,1.0,"Jun 3, 2026","Only hireable option without certification, but very poor leadership",Special education teacher,Current employee,"Rochester, NY",negative,negative,negative,if you dont have a certification its the only place that will hire you,"horrible leadership, no accountability, little room for growth unless you're buddies with leadership",Rochester,NY,Northeast
Uncommon Schools,Education,Teacher,1,3.0,"Jan 23, 2026",A Demanding Environment That Builds Teaching Skills,Special education teacher,"Former employee, more than 1 year","Brooklyn, NY",positive,,,"If you can handle a rigorous and highly prescribed instructional model, there is real opportunity for growth as an educator. The structure can strengthen classroom management, planning, and instructional clarity especially for newer teachers who want strong systems. Williamsburg Middle School, in particular, was a genuinely positive environment. The leadership team there was solid, supportive, and grounded. The educators and leaders at the school level clearly care about students and about each other, which made day to day work meaningful.","At the network level, Uncommon is a massive charter organization, and with that scale comes familiar issues. Like many large inner-city charter networks rooted in “achievement gap” narratives, there are elements of meta-racism embedded in the system often tied to white saviorism and top down decision making. That said, it’s important to name the distinction: while the network structure carries these problems, many of the educators and school based leaders actively push back against them. The people working directly with students often lead with care, reflection, and genuine commitment, even when the broader system falls short.",Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,1,1.0,"Feb 24, 2025",Stay away,Special education teacher,"Former employee, more than 3 years","Brooklyn, NY",negative,negative,,The students are great. That’s it.,"Horrible horrible horrible. Micromanaging, terrible people stay away.",Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,1,2.0,"Jul 5, 2024",Best School I've Worked At So Far--But Overall Poor Work Environment,Special education teacher,"Former employee, more than 5 years","Brooklyn, NY",,,,Teachers receive consistent coaching and professional development opportunities.,High staff turn-over. Professionalism and staff culture vary a lot depending on the individual school. Lots of coverages and high work demands.,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,2,2.0,"Oct 17, 2023",Terrible leadership,Special education teacher,"Current employee, more than 1 year","Brooklyn, NY",negative,neutral,neutral,Students are amazing Teacher /colleagues,No support No flexibility Terrible . Non/-diverse leadership Militant toward students and staff Non-transparent communication Gossip,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,2,1.0,"Jul 10, 2023",Too Much For Any Teacher To Handle,Special education teacher,"Former employee, more than 1 year","Boston, MA",negative,negative,negative,- Working with great students - Alleviating the teacher shortage in the country,"- You get hazed into being an employee at all Uncommon Schools. Within my first month at Uncommon, I received hundreds - yes, hundreds - of emails from leadership members with feedback under the guise of being ""solutions oriented"" and ""positive."" In reality, they are invitations for 6AM ""practice clinics"" in which you do rote memorization of the script that Uncommon Schools uses to teach people how they want you to engage with students. This place goes beyond the expectations that most people have when they enter teaching: of course everyone is aware of the staff shortages, tight budgets, and needing to be conscious of your work-life balance. Uncommon Schools does not care about your work life balance, about your salary, and about being culturally responsive. That's just their tactic for having good advertising material. - You will not build relationships with your students if you follow the Uncommon Schools script through and through. It is punitive, mean, and actively disregards students' IEPs, 504s, and cultural backgrounds. You will send students out of the classroom more times than you invite them in. And your will-power or dedication to ""do the right thing"" will not matter here: I regularly tried to reason with my coach and principal that it wasn't necessary to always send students out of the classroom, especially students whose IEPs required that they receive multiple redirections for being off task or confused. These conversations regularly ended in them concluding that I ""just wasn't sending students out enough."" To follow up on this, multiple members of leadership would randomly walk into my classroom and send students out on their own volition if they thought I wasn't doing it enough or as rigorously. No matter how hard I tried to be in charge of my own classroom and build trust with students, it never felt like enough because at any moment in the day, someone from leadership would walk in and just make students and myself feel unsafe. - Leadership members have gossiped about me in the past and I have walked in on them doing so. Fellow teachers have listened in on my personal conversations in the past and reported them to leadership to get me into trouble. There is a horrible work culture here and if you are not ""aligned"" with backstabbing your colleagues, you will be singled out and ostracized. - To add onto the other comments about long work hours: I know that for many teachers, this is expected and doesn't come as much of a surprise. The reason it is worse at Uncommon is because the school days are longer already (I worked from 7AM - 4 PM), but they will also invite you to Practice Clinics at 6AM, schedule IEP meetings for 5PM, and send you on overnight school trips with no added stipend or compensation. - In my first year, I did not make my salary. Every first year teacher is given a contract with a stated salary, but in fine writing, they prohibit you from making your stated salary and cut you short thousands of dollars. If you choose this employer, read your contract carefully, and then follow up to confirm the actual amount of money that you will be making, not the number they put on your contract. - Do your research about Black at Uncommon, the history behind Uncommon Schools' militaristic teaching style, and their low teacher retention rates. There is a huge disconnect between the positive reviews that current Uncommon employees are posting here on Glassdoor and the actual data about how many people can withstand working even a year at this organization without becoming brainwashed.",Boston,MA,Northeast
Uncommon Schools,Education,Teacher,2,1.0,"Nov 7, 2022",A lot of hours,Special education teacher,"Current employee, more than 8 years","Camden, NJ",negative,negative,positive,At right now I don’t have any,Low pay and long hours,Camden,NJ,Northeast
Uncommon Schools,Education,Teacher,2,5.0,"Nov 6, 2022",Great place to be,Special education teacher,Current employee,"Newark, NJ",positive,positive,positive,Great team! Love it here.,None school is doing great.,Newark,NJ,Northeast
Uncommon Schools,Education,Teacher,3,3.0,"Apr 11, 2021",Business is business,Special education teacher,"Current employee, more than 5 years","Brooklyn, NY",,,,I like my team. I have flexibility to implement content how I see fit.,Work life balance. Leadership is unreliable and uninspiring. All parts of curriculum are not valued the same. Lack of transparency.,Brooklyn,NY,Northeast
Uncommon Schools,Education,Teacher,3,1.0,"Aug 3, 2020",Hostile Work Environment,Special education teacher,"Former employee, less than 1 year","Troy, NY",negative,negative,negative,The kids are AMAZING and I miss them so much!,"-Zero tolerance policies -Staff that are always in competition and don’t care about each other -Pushing out staff with differing opinions -I asked to be able to announce that I was leaving to my students and to staff, and was told I couldn’t. My kids felt like I abandoned them.",Troy,NY,Northeast
Uncommon Schools,Education,Teacher,3,3.0,"Sep 17, 2019",Uncommon,Special education teacher,"Former employee, more than 1 year","New Brunswick, NJ",negative,neutral,neutral,"Teaching experience, staff support, students, resources","No lunch, relay, commute, long hours,",New Brunswick,NJ,Northeast
Uncommon Schools,Education,Teacher,3,2.0,"Jun 26, 2019","It's a Corporation, Not a School Industry",Special education teacher,"Former employee, more than 5 years","Brooklyn, NY",negative,negative,positive,-decent salary range -room for growth -hardworking colleagues -insurance is top quality,"-unsustainable: you are expected to be available almost 24/7 and are never fully off the clock, which means you end up being paid about $22 an hour -the network has no desire to help students with exceptional special needs or disabilities at all but will continue to hold PDs, name drop SPED, etc. -passive-aggression is built into the culture -curriculum does not address the needs to students",Brooklyn,NY,Northeast
